,x,MEAN,MAX,VAR,1st Quar
276,9.589134704,,,,
277,9.48702023,,,,
278,11.23272145,,,,
279,9.304624857,,,,
280,7.058985374,,,,
281,9.666396469,,,,
282,9.960683182,,,,
283,8.663137204,,,,
284,7.133267368,,,,
285,8.498861978,,,,
286,4.614597717,,,,
287,12.94852561,,,,
288,9.359734647,,,,
289,7.64113456,,,,
290,10.95313454,,,,
291,9.858585782,,,,
292,11.97400284,,,,
293,9.81227301,,,,
294,8.109166905,,,,
295,10.74350667,,,,
296,6.738773174,,,,
297,8.456323739,,,,
298,7.965145569,,,,
299,7.787554031,,,,
300,6.257470385,,,,
301,10.79012202,,,,
302,6.633671745,,,,
303,11.35224124,,,,
304,9.617231847,,,,
305,12.23248976,,,,
306,7.258565481,,,,
307,8.267813989,,,,
308,9.093818511,,,,
309,12.57825238,,,,
310,7.719086288,,,,
311,11.54932586,,,,
312,8.293331224,,,,
313,12.27038397,,,,
314,9.70244177,,,,
315,13.38451702,,,,
316,8.359868314,,,,
317,10.37771599,,,,
318,10.6789362,,,,
319,7.610141411,,,,
320,7.047695756,,,,
321,10.38432024,,,,
322,11.49019586,,,,
323,9.508263763,,,,
324,9.036458768,,,,
325,9.02907381,,,,
326,9.497542808,,,,
327,8.084696001,,,,
328,7.864345807,,,,
329,9.051752151,,,,
330,11.46738441,,,,
331,9.360001162,,,,
332,10.37024905,,,,
333,11.87736215,,,,
334,6.964105123,,,,
335,10.96695572,,,,
336,8.507418865,,,,
337,11.16912558,,,,
338,8.115157696,,,,
339,8.794194791,,,,
340,10.65301447,,,,
341,13.36967322,,,,
342,9.200003016,,,,
343,8.634912275,,,,
344,8.281965877,,,,
345,6.437208931,,,,
346,9.24206923,,,,
347,9.228028446,,,,
348,8.843560338,,,,
349,10.4585176,,,,
350,11.34776547,,,,
351,9.768268438,,,,
352,11.29444576,,,,
353,11.17753788,,,,
354,7.983496029,,,,
355,7.607676942,,,,
356,8.104662114,,,,
357,8.632267819,,,,
358,8.96792195,,,,
359,11.29272743,,,,
360,9.714130029,,,,
361,11.70486411,,,,
362,10.26614504,,,,
363,8.885870694,,,,
364,8.806464451,,,,
365,10.48124474,,,,
366,9.766783898,,,,
367,9.516725459,,,,
368,9.219321374,,,,
369,8.361767666,,,,
370,13.0772402,,,,
371,13.46511821,,,,
372,8.966939268,,,,
373,13.03617851,,,,
374,9.369710887,,,,
375,8.011314503,,,,
376,11.94439812,,,,
377,8.30704001,,,,
378,11.73341444,,,,
379,10.44618417,,,,
380,10.18632194,,,,
381,5.810001863,,,,
382,11.10797857,,,,
383,11.19118191,,,,
384,9.212305497,,,,
385,10.80670607,,,,
386,5.420867459,,,,
387,6.885860312,,,,
388,11.25429538,,,,
389,7.118758294,,,,
390,8.677902298,,,,
391,8.526209087,,,,
392,12.64992954,,,,
393,10.64057054,,,,
394,12.19658542,,,,
395,7.136032174,,,,
396,10.56881379,,,,
397,12.83045239,,,,
398,11.50005354,,,,
399,10.03519898,,,,
400,4.223676068,,,,
401,7.382242831,,,,
402,11.16757602,,,,
403,10.55237916,,,,
404,9.007690658,,,,
405,7.113121702,,,,
406,9.172859626,,,,
407,8.867535747,,,,
408,10.23125959,,,,
409,7.248239054,,,,
410,10.4654925,,,,
411,12.1967166,,,,
412,6.057814044,,,,
413,10.1081183,,,,
414,11.319561,,,,
415,9.160921403,,,,
416,11.09339229,,,,
417,9.013743491,,,,
418,9.749881166,,,,
419,8.033620042,,,,
420,8.427525031,,,,
421,11.07121621,,,,
422,13.24526169,,,,
423,6.529795503,,,,
424,9.910931733,,,,
425,9.313058389,,,,
426,10.33360489,,,,
427,8.694197299,,,,
428,5.665847285,,,,
429,8.893100463,,,,
430,8.93727895,,,,
431,9.140495832,,,,
432,7.847763806,,,,
433,11.49869102,,,,
434,12.34956705,,,,
435,10.02446023,,,,
436,8.858316707,,,,
437,5.45662307,,,,
438,6.096071708,,,,
439,10.15353995,,,,
440,10.65902213,,,,
441,8.55547021,,,,
442,9.025344754,,,,
443,7.705434434,,,,
444,11.38134865,,,,
445,11.33959787,,,,
446,8.381844857,,,,
447,9.145690658,,,,
448,9.454833051,,,,
449,7.820432768,,,,
450,12.76145808,,,,
451,9.247970369,,,,
452,7.631951377,,,,
453,8.710525865,,,,
454,7.86035943,,,,
455,8.880586084,,,,
456,9.095143796,,,,
457,4.861192741,,,,
458,9.69412443,,,,
459,10.20608825,,,,
460,7.934974506,,,,
461,12.579894,,,,
462,7.382212001,,,,
463,10.93873035,,,,
464,5.793206939,,,,
465,10.15892176,,,,
466,8.124565101,,,,
467,7.309211897,,,,
468,8.488761861,,,,
469,9.148869894,,,,
470,9.804232725,,,,
471,14.02069216,,,,
472,12.93568108,,,,
473,12.26715851,,,,
474,6.994895676,,,,
475,11.2620386,,,,
476,14.00179235,,,,
477,10.20775734,,,,
478,11.77924585,,,,
479,5.856846959,,,,
480,10.09886322,,,,
481,8.891947942,,,,
482,4.334352973,,,,
483,10.13004778,,,,
484,11.75766608,,,,
485,8.603926014,,,,
486,8.180350641,,,,
487,7.112964203,,,,
488,9.235534193,,,,
489,9.368403242,,,,
490,8.669599169,,,,
491,7.700823261,,,,
492,8.454053967,,,,
493,9.280522399,,,,
494,10.4642595,,,,
495,10.15435664,,,,
496,11.65057576,,,,
497,6.838240388,,,,
498,7.987204226,,,,
499,6.934789618,,,,
500,13.61102217,,,,
501,12.01755943,,,,
502,10.62253565,,,,
503,7.451462619,,,,
504,9.620118261,,,,
505,7.51213367,,,,
506,10.16874437,,,,
507,9.415434263,,,,
508,9.125361197,,,,
509,9.934852633,,,,
510,12.52765524,,,,
511,10.2980769,,,,
512,10.6208208,,,,
513,11.03669239,,,,
514,14.40068992,,,,
515,11.67770394,,,,
516,9.7050531,,,,
517,7.58388947,,,,
518,8.384844081,,,,
519,9.355389913,,,,
520,9.870220294,,,,
521,6.406943689,,,,
522,7.441442396,,,,
523,7.853585438,,,,
524,7.549868007,,,,
525,8.484095967,,,,
526,11.81410692,,,,
527,9.661664795,,,,
528,10.04488853,,,,
529,7.234453841,,,,
530,6.421663136,,,,
531,10.29380097,,,,
532,10.99034591,,,,
533,4.315804047,,,,
534,5.340154476,,,,
535,11.2029616,,,,
536,10.04151374,,,,
537,9.17640783,,,,
538,9.593397646,,,,
539,11.87414054,,,,
540,10.66618609,,,,
541,11.82369642,,,,
542,8.660549087,,,,
543,8.987814831,,,,
544,7.363684698,,,,
545,12.54888587,,,,
546,11.64753244,,,,
547,8.150254093,,,,
548,10.48505066,,,,
549,10.11228787,,,,
550,10.47799016,,,,
551,7.694596536,,,,
552,9.145172449,,,,
553,9.868800947,,,,
554,9.029201169,,,,
555,9.638137307,,,,
556,11.84969396,,,,
557,10.17875424,,,,
558,11.92284741,,,,
559,9.416820074,,,,
560,9.548586805,,,,
561,11.85223654,,,,
562,7.718237178,,,,
563,6.350461128,,,,
564,7.410888151,,,,
565,11.00807908,,,,
566,9.243460601,,,,
567,13.87997641,,,,
568,10.71389425,,,,
569,10.21593061,,,,
570,7.010438359,,,,
571,13.60407442,,,,
572,8.387417847,,,,
573,6.474421104,,,,
574,9.987402459,,,,
575,9.168741202,,,,
576,9.216674051,,,,
577,9.759204146,,,,
578,10.58497529,,,,
579,9.14528509,,,,
580,10.93627926,,,,
581,11.22126236,,,,
582,7.175253149,,,,
583,12.59336992,,,,
584,9.050629408,,,,
585,12.4349261,,,,
586,11.39828576,,,,
587,12.1072366,,,,
588,6.444280435,,,,
589,8.540825248,,,,
590,10.78498551,,,,
591,9.207232779,,,,
592,8.362486225,,,,
593,9.890041628,,,,
594,9.511871761,,,,
595,9.31994773,,,,
596,12.17615279,,,,
597,10.08803587,,,,
598,10.53633287,,,,
599,5.646568736,,,,
600,6.99108938,,,,
601,9.76954478,,,,
602,7.689790544,,,,
603,9.21420126,,,,
604,10.56840611,,,,
605,11.58092411,,,,
606,12.23797752,,,,
607,10.50643313,,,,
608,10.26031319,,,,
609,6.924010112,,,,
610,6.685723173,,,,
611,6.854588531,,,,
612,9.884722477,,,,
613,7.255315378,,,,
614,6.532143547,,,,
615,10.22473422,,,,
616,6.532955865,,,,
617,10.3286167,,,,
618,10.4857387,,,,
619,8.207865461,,,,
620,9.728137754,,,,
621,4.96597659,,,,
622,13.26875489,,,,
623,6.489724988,,,,
624,10.84871822,,,,
625,7.213188682,,,,
626,11.17602823,,,,
627,7.707532257,,,,
628,9.728143504,,,,
629,9.305331939,,,,
630,10.03370026,,,,
631,10.82578222,,,,
632,11.04380242,,,,
633,5.677377503,,,,
634,10.09093989,,,,
635,10.07879729,,,,
636,10.85007909,,,,
637,6.812523028,,,,
638,6.472505834,,,,
639,11.30878105,,,,
640,6.766913356,,,,
641,7.517947487,,,,
642,9.453435716,,,,
643,8.627651772,,,,
644,9.090910691,,,,
645,7.756741133,,,,
646,8.86957125,,,,
647,6.892480908,,,,
648,9.128789525,,,,
649,12.29977588,,,,
650,11.80665872,,,,
651,8.780988834,,,,
652,9.61756017,,,,
653,8.133254776,,,,
654,6.875865111,,,,
655,11.48799032,,,,
656,8.966086204,,,,
657,9.130018389,,,,
658,10.94697042,,,,
659,11.62231092,,,,
660,10.39416744,,,,
661,9.565119666,,,,
662,11.79967967,,,,
663,6.71284299,,,,
664,10.97526985,,,,
665,9.708035007,,,,
666,10.93467125,,,,
667,12.06274123,,,,
668,7.083735379,,,,
669,11.80538403,,,,
670,12.61590281,,,,
671,8.765105641,,,,
672,11.57592374,,,,
673,8.309781902,,,,
674,5.74750079,,,,
675,11.0488823,,,,
676,9.347325181,,,,
677,8.345047081,,,,
678,7.326148662,,,,
679,10.71258049,,,,
680,10.74774667,,,,
681,7.63954212,,,,
682,8.535116046,,,,
683,13.46621375,,,,
684,9.397319444,,,,
685,10.41929148,,,,
686,8.57968324,,,,
687,9.488076828,,,,
688,12.62166497,,,,
689,7.98322649,,,,
690,9.864585893,,,,
691,11.94165264,,,,
692,9.681765559,,,,
693,12.30675599,,,,
694,6.184322255,,,,
695,11.27489372,,,,
696,8.574267747,,,,
697,10.44111424,,,,
698,13.45229293,,,,
699,5.761716229,,,,
700,11.84984215,,,,
701,11.95532622,,,,
702,10.17360992,,,,
703,9.565879456,,,,
704,9.670398653,,,,
705,8.62033416,,,,
706,14.03017822,,,,
707,9.982056891,,,,
708,10.52637835,,,,
709,7.42518506,,,,
710,7.550496039,,,,
711,4.732978279,,,,
712,6.493570297,,,,
713,12.28618905,,,,
714,7.988809674,,,,
715,7.768888504,,,,
716,9.30656244,,,,
717,9.932497682,,,,
718,7.359369309,,,,
719,11.08258951,,,,
720,9.701760141,,,,
721,8.862518966,,,,
722,12.34493843,,,,
723,13.82202914,,,,
724,9.080363798,,,,
725,7.258425042,,,,
726,6.230302705,,,,
727,12.31482333,,,,
728,10.09317283,,,,
729,10.95689524,,,,
730,10.12071118,,,,
731,8.092067646,,,,
732,8.052435986,,,,
733,6.394823782,,,,
734,11.91603096,,,,
735,9.103589725,,,,
736,8.502597237,,,,
737,9.176506081,,,,
738,9.650267191,,,,
739,5.988691709,,,,
740,11.08443646,,,,
741,6.370762387,,,,
742,7.628777954,,,,
743,11.47868031,,,,
744,7.228735148,,,,
745,4.444104695,,,,
746,11.17295477,,,,
747,10.60018085,,,,
748,6.848646598,,,,
749,7.254594655,,,,
750,7.596324986,,,,
751,7.7431304,,,,
752,9.311454621,,,,
753,8.284167718,,,,
754,9.559846359,,,,
755,7.365410929,,,,
756,5.831769769,,,,
757,6.759407415,,,,
758,9.400192034,,,,
759,10.10508298,,,,
760,11.80699857,,,,
761,7.988651985,,,,
762,9.187307906,,,,
763,11.53812944,,,,
764,8.869970903,,,,
765,10.0236033,,,,
766,7.992237211,,,,
767,7.977611346,,,,
768,6.670895166,,,,
769,8.040198237,,,,
770,11.56550226,,,,
771,9.693379095,,,,
772,10.30886028,,,,
773,9.584683966,,,,
774,8.324195328,,,,
775,11.69695676,,,,
776,7.968942248,,,,
777,8.363443951,,,,
778,9.339499605,,,,
779,11.56393445,,,,
780,4.748870371,,,,
781,10.90332793,,,,
782,11.21368396,,,,
783,8.504913921,,,,
784,10.62072431,,,,
785,11.77236131,,,,
786,11.27901222,,,,
787,12.48887615,,,,
788,9.623079545,,,,
789,10.80796987,,,,
790,11.71981092,,,,
791,9.56331134,,,,
792,11.05467357,,,,
793,10.36603141,,,,
794,10.53528389,,,,
795,11.22119865,,,,
796,11.64290321,,,,
797,9.494265273,,,,
798,9.678434384,,,,
799,7.28273984,,,,
800,6.251714669,,,,
801,8.803342524,,,,
802,8.374838237,,,,
803,7.242452425,,,,
804,10.62532021,,,,
805,11.02135543,,,,
806,6.931157081,,,,
807,8.760655471,,,,
808,12.49989499,,,,
809,13.76382335,,,,
810,7.664380118,,,,
811,8.357869295,,,,
812,8.614680146,,,,
813,11.74778407,,,,
814,9.206512878,,,,
815,9.355317339,,,,
816,9.141478642,,,,
817,11.12197709,,,,
818,9.644234901,,,,
819,17.47747625,,,,
820,10.30897867,,,,
821,11.40174518,,,,
822,11.94334243,,,,
823,10.58623516,,,,
824,7.452508192,,,,
825,10.07346912,,,,
826,5.72665282,,,,
827,7.417671226,,,,
828,13.74435169,,,,
829,11.90335968,,,,
830,10.36782151,,,,
831,10.21411196,,,,
832,10.15552997,,,,
833,9.128197072,,,,
834,4.581633206,,,,
835,10.00194261,,,,
836,5.469071867,,,,
837,8.387685178,,,,
838,6.31285441,,,,
839,9.165548874,,,,
840,12.08201342,,,,
841,11.51095159,,,,
842,8.852699109,,,,
843,9.128072697,,,,
844,8.194580323,,,,
845,12.52923862,,,,
846,7.856251819,,,,
847,8.569533238,,,,
848,9.454846925,,,,
849,9.402751675,,,,
850,9.66632597,,,,
851,9.972360178,,,,
852,11.07623326,,,,
853,9.681200659,,,,
854,8.156937937,,,,
855,7.56084121,,,,
856,11.97937923,,,,
857,9.657157382,,,,
858,6.879324339,,,,
859,7.140422661,,,,
860,9.690769345,,,,
861,8.914880971,,,,
862,10.4829015,,,,
863,6.244849698,,,,
864,8.126315428,,,,
865,9.610976554,,,,
866,11.12791389,,,,
867,9.545475443,,,,
868,8.923819574,,,,
869,12.62553152,,,,
870,5.986377226,,,,
871,11.53558965,,,,
872,7.15910893,,,,
873,12.89946623,,,,
874,12.52508208,,,,
875,10.33284689,,,,
876,10.93474715,,,,
877,7.340118628,,,,
878,9.106461302,,,,
879,7.734285781,,,,
880,10.84310548,,,,
881,9.147072818,,,,
882,7.354826953,,,,
883,5.838005727,,,,
884,10.19539411,,,,
885,9.568163312,,,,
886,7.130479702,,,,
887,6.866859425,,,,
888,8.383772347,,,,
889,8.101079265,,,,
890,8.546747243,,,,
891,6.45536023,,,,
892,10.01194715,,,,
893,11.13160508,,,,
894,10.47509116,,,,
895,9.346151421,,,,
896,5.985609927,,,,
897,8.126246896,,,,
898,15.10423702,,,,
899,7.739864403,,,,
900,5.730470044,,,,
901,11.66808869,,,,
902,9.095993127,,,,
903,9.884244765,,,,
904,12.68566221,,,,
905,3.620845289,,,,
906,7.423640311,,,,
907,8.410928016,,,,
908,6.332860265,,,,
909,8.841952911,,,,
910,8.067068197,,,,
911,8.252544551,,,,
912,8.736545067,,,,
913,10.36946755,,,,
914,7.489175487,,,,
915,11.96289321,,,,
916,8.009724878,,,,
917,10.08703443,,,,
918,10.62195736,,,,
919,10.76812407,,,,
920,8.275158752,,,,
921,12.22483717,,,,
922,8.08573467,,,,
923,9.486676468,,,,
924,9.852815288,,,,
925,10.34792648,,,,
926,9.418779622,,,,
927,8.238085869,,,,
928,10.1562639,,,,
929,11.61790091,,,,
930,11.53714659,,,,
931,8.925178164,,,,
932,11.99474828,,,,
933,10.32708051,,,,
934,9.413295087,,,,
935,6.980689775,,,,
936,10.2535262,,,,
937,11.45812897,,,,
938,8.794948261,,,,
939,11.29013093,,,,
940,10.88140353,,,,
941,11.28273105,,,,
942,8.251423676,,,,
943,10.58301032,,,,
944,11.49367809,,,,
945,6.759183076,,,,
946,5.278867918,,,,
947,13.95301177,,,,
948,9.707452295,,,,
949,8.451283262,,,,
950,7.876338687,,,,
951,11.24086072,,,,
952,8.294730573,,,,
953,5.585842695,,,,
954,8.254258294,,,,
955,13.88123986,,,,
956,8.245020169,,,,
957,14.46040646,,,,
958,9.773177572,,,,
959,11.47666845,,,,
960,8.525514557,,,,
961,9.119599893,,,,
962,11.10698385,,,,
963,7.923548293,,,,
964,6.651519732,,,,
965,9.263977032,,,,
966,11.52368554,,,,
967,9.646553816,,,,
968,8.989740102,,,,
969,7.30838663,,,,
970,10.218594,,,,
971,10.26114111,,,,
972,7.863424896,,,,
973,10.5230078,,,,
974,12.84231699,,,,
975,11.48247231,,,,
976,8.500936631,,,,
977,8.541112174,,,,
978,9.46632448,,,,
979,11.4552989,,,,
980,10.39292131,,,,
981,11.84416452,,,,
982,11.15420556,,,,
983,9.080266386,,,,
984,10.00919827,,,,
985,10.76768088,,,,
986,11.4804022,,,,
987,9.795654706,,,,
988,6.408368805,,,,
989,10.68517454,,,,
990,10.54869026,,,,
991,11.3564154,,,,
992,6.419126081,,,,
993,6.537780679,,,,
994,10.57217689,,,,
995,9.694971609,,,,
996,8.953256167,,,,
997,11.24497466,,,,
998,9.820975345,,,,
999,11.4420214,,,,
1000,10.40341809,,,,
1001,11.08319218,,,,
1002,11.56119227,,,,
1003,6.736333288,,,,
1004,10.05238409,,,,
1005,7.02125538,,,,
1006,9.573995609,,,,
1007,9.639149013,,,,
1008,7.543727345,,,,
1009,11.22450027,,,,
1010,9.634059412,,,,
1011,12.12183813,,,,
1012,7.09151701,,,,
1013,12.84678451,,,,
1014,6.448687688,,,,
1015,9.517692749,,,,
1016,8.204197384,,,,
1017,9.228147867,,,,
1018,10.33888464,,,,
1019,9.990963309,,,,
1020,12.1307998,,,,
1021,7.205624391,,,,
1022,8.133401226,,,,
1023,12.38993831,,,,
1024,8.666268647,,,,
1025,11.14442231,,,,
1026,7.662681606,,,,
1027,9.95660656,,,,
1028,11.17265077,,,,
1029,13.0562022,,,,
1030,7.950163919,,,,
1031,10.43254046,,,,
1032,11.13058803,,,,
1033,6.025069809,,,,
1034,10.24252555,,,,
1035,10.96531667,,,,
1036,8.716326616,,,,
1037,7.66193853,,,,
1038,8.270913108,,,,
1039,10.41960128,,,,
1040,10.20105595,,,,
1041,7.190082532,,,,
1042,8.363554041,,,,
1043,9.017518212,,,,
1044,11.76317647,,,,
1045,10.50891492,,,,
1046,10.81186266,,,,
1047,9.196233181,,,,
1048,6.364595172,,,,
1049,9.276059048,,,,
1050,9.844825487,,,,
1051,4.609273535,,,,
1052,14.04615221,,,,
1053,10.12854225,,,,
1054,7.173138338,,,,
1055,11.11056778,,,,
1056,14.3380382,,,,
1057,5.703141273,,,,
1058,7.516827689,,,,
1059,10.41136604,,,,
1060,12.8942453,,,,
1061,10.81627616,,,,
1062,10.17512739,,,,
1063,8.78459357,,,,
1064,10.41312733,,,,
1065,9.342323903,,,,
1066,9.530323519,,,,
1067,13.68769358,,,,
1068,7.951467049,,,,
1069,6.873201138,,,,
1070,8.743060853,,,,
1071,12.30767091,,,,
1072,9.174237176,,,,
1073,4.920348953,,,,
1074,10.59666817,,,,
1075,9.919430532,,,,
1076,11.7686434,,,,
1077,9.229799236,,,,
1078,11.05726499,,,,
1079,13.20051432,,,,
1080,6.251354742,,,,
1081,12.24012099,,,,
1082,5.733877962,,,,
1083,13.26935577,,,,
1084,12.82409394,,,,
1085,10.01707876,,,,
1086,10.39167137,,,,
1087,10.45082553,,,,
1088,13.08424141,,,,
1089,12.45393214,,,,
1090,8.662722074,,,,
1091,9.362430366,,,,
1092,13.81113346,,,,
1093,10.73635511,,,,
1094,7.035517524,,,,
1095,12.71433579,,,,
1096,14.33131601,,,,
1097,9.387177764,,,,
1098,12.28217043,,,,
1099,9.718412771,,,,
1100,8.950278579,,,,
1101,6.309013029,,,,
1102,7.328438155,,,,
1103,11.53659075,,,,
1104,9.835081184,,,,
1105,10.3767116,,,,
1106,10.80587036,,,,
1107,10.02443673,,,,
1108,8.592019425,,,,
1109,13.10887705,,,,
1110,10.98847164,,,,
1111,8.378065925,,,,
1112,12.08582458,,,,
1113,10.58398184,,,,
1114,8.589696173,,,,
1115,13.11202783,,,,
1116,12.26083045,,,,
1117,8.988238337,,,,
1118,10.47165964,,,,
1119,8.098773449,,,,
1120,12.10768833,,,,
1121,10.35120439,,,,
1122,8.324001588,,,,
1123,8.883527315,,,,
1124,8.235285637,,,,
1125,10.0719431,,,,
1126,8.225988975,,,,
1127,8.110474586,,,,
1128,8.983942495,,,,
1129,7.359567874,,,,
1130,6.339207537,,,,
1131,11.15578018,,,,
1132,10.28248373,,,,
1133,11.24424719,,,,
1134,9.172151848,,,,
1135,5.877452046,,,,
1136,11.92543651,,,,
1137,7.441532429,,,,
1138,9.946836134,,,,
1139,9.387428153,,,,
1140,8.861450725,,,,
1141,9.67917661,,,,
1142,10.02255222,,,,
1143,6.965116925,,,,
1144,8.878504513,,,,
1145,10.53933884,,,,
1146,9.037883649,,,,
1147,10.71250429,,,,
1148,10.14340126,,,,
1149,6.803536048,,,,
